year,month,minsamp,finalwgt,cmpwgt,basicwgt,orgwgt,hhwgt,famwgt,statefips,countyfips,age,female,hispanic,wbhaom,veteran,cow1,numjobs,ftptstat,mind16,mocc03,wage
2022,1,7,4341.3179,4280.6133,4280.6133,,.4341318,.4341318,MD,3,38,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Professional and related occupations,
2022,1,7,5711.21,,,,.4341318,.57112104,MD,3,7,Male,Not hispanic,White,,,,,,,
2022,1,7,3598.385,,,,.4341318,.35983849,MD,3,9,Female,Not hispanic,White,,,,,,,
2022,1,7,5456.6191,,,,.4341318,.54566193,MD,3,11,Male,Not hispanic,White,,,,,,,
2022,1,5,6311.1592,6298.4907,6298.4907,,.46540549,.46540549,MD,Not identified,47,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,5,4654.0552,4632.686,4632.686,,.46540549,.46540549,MD,Not identified,50,Female,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,5,3270.217,,,,.46540549,.32702172,MD,Not identified,11,Male,Not hispanic,White,,,,,,,
2022,1,4,4527.854,4424.9736,4424.9736,17958.117,.45278543,.45278543,MD,Not identified,28,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,13
2022,1,4,4276.3159,4331.0449,4331.0449,17576.922,.42763159,.42763159,MD,Not identified,32,Female,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Service occupations,23.075001
2022,1,4,4408.1021,,,,.42763159,.4408102,MD,Not identified,8,Female,Not hispanic,Black,,,,,,,
2022,1,4,4686.6758,,,,.42763159,.46866757,MD,Not identified,12,Male,Not hispanic,Black,,,,,,,
2022,1,4,3690.1907,3680.6235,3680.6235,14875.733,.34301916,.34301916,MD,Not identified,42,Male,Not hispanic,White,Not a veteran,"Private, for profit",Two jobs,"FT hours (35+), usually FT","Manufacturing, nondurable goods","Management, business, and financial occupations",118.05573
2022,1,4,4408.7734,,,,.34301916,.44087735,MD,Not identified,6,Male,Not hispanic,White,,,,,,,
2022,1,4,5892.2539,,,,.34301916,.58922541,MD,Not identified,10,Female,Not hispanic,White,,,,,,,
2022,1,3,4593.7998,4543.9458,4543.9458,,.43475804,.43475804,MD,Not identified,53,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,Transportation and material moving occupations,
2022,1,3,5407.8574,5384.3867,5384.3867,,.43475804,.54078573,MD,Not identified,32,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,Transportation and material moving occupations,
2022,1,7,4603.7612,4555.5913,4555.5913,,.46541426,.46541426,MD,3,55,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,1,7,4654.1426,4616.8442,4616.8442,,.46541426,.46541426,MD,3,48,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,
2022,1,7,5947.5142,5969.8877,5969.8877,,.46541426,.59475142,MD,3,20,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Agriculture, mining, forestry and fisheries",Service occupations,
2022,1,7,5947.5142,5969.8877,5969.8877,,.46541426,.59475142,MD,3,22,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Personal services, including private household",Service occupations,
2022,1,5,,,,,.36361262,.36361262,MD,3,34,Male,Not hispanic,White,,,,,,,
2022,1,5,4226.2275,,,,.36361262,.42262274,MD,3,0,Male,Not hispanic,White,,,,,,,
2022,1,5,3371.2822,,,,.36361262,.33712822,MD,3,6,Male,Not hispanic,White,,,,,,,
2022,1,5,4000.4011,,,,.36361262,.40004012,MD,3,12,Male,Not hispanic,White,,,,,,,
2022,1,8,3681.8862,3693.5886,3693.5886,14650.128,.73157644,.36818862,MD,Not identified,26,Male,Not hispanic,Asian,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Construction and extraction occupations,25
2022,1,8,5070.2261,,,,.73157644,.50702262,MD,Not identified,1,Male,Not hispanic,Multiple races,,,,,,,
2022,1,8,4759.7461,4774.8745,4774.8745,18938.904,.73157644,.47597462,MD,Not identified,25,Male,Not hispanic,Multiple races,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,18
2022,1,8,3485.1448,3436.4119,3436.4119,13496.387,.34851447,.34851447,MD,3,36,Female,Not hispanic,White,Not a veteran,Government - State,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,48.557503
2022,1,8,3901.0994,3839.4346,3839.4346,15517.59,.34851447,.34851447,MD,3,36,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Construction and extraction occupations,30
2022,1,8,4391.0576,,,,.34851447,.43910575,MD,3,2,Female,Not hispanic,White,,,,,,,
2022,1,8,4127.8291,,,,.34851447,.41278291,MD,3,5,Male,Not hispanic,White,,,,,,,
2022,1,5,4130.2095,4105.1123,4105.1123,,.41302094,.41302094,MD,Not identified,49,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,
2022,1,6,4615.7813,4507.4585,4507.4585,,.5353325,.46157813,MD,3,31,Male,Hispanic,Hispanic,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,
2022,1,6,9238.0654,,,,.5353325,.92380661,MD,3,3,Female,Not hispanic,Black,,,,,,,
2022,1,6,4934.0171,,,,.5353325,.49340171,MD,3,9,Male,Not hispanic,Black,,,,,,,
2022,1,5,5507.3535,5521.7012,5521.7012,,.42141846,.55073535,MD,3,31,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Wholesale trade,Transportation and material moving occupations,
2022,1,5,4300.0767,,,,.42141846,.43000767,MD,3,1,Female,Hispanic,Hispanic,,,,,,,
2022,1,5,4330.4902,,,,.42141846,.43304902,MD,3,8,Female,Hispanic,Hispanic,,,,,,,
2022,1,5,5507.3535,5521.7012,5521.7012,,.42141846,.55073535,MD,3,33,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Office and administrative support occupations,
2022,1,6,4121.8696,4024.8701,4024.8701,,.41218695,.41218695,MD,3,51,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,
2022,1,6,3073.3987,3038.7964,3038.7964,,.41218695,.30733988,MD,3,48,Female,Not hispanic,Multiple races,Not a veteran,"Self-employed, unincorporated",Three jobs,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,
2022,1,1,5366.2065,5281.3828,5281.3828,,.36510843,.36510843,MD,31,37,Male,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,1,3651.0842,3600.031,3600.031,,.36510843,.36510843,MD,31,35,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods","Management, business, and financial occupations",
2022,1,8,5900.2153,5873.1245,5873.1245,23995.783,.49002308,.59002149,MD,31,52,Female,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",52.083332
2022,1,8,5164.9399,5023.4629,5023.4629,19959.986,.49002308,.59002149,MD,31,66,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",98.379768
2022,1,7,5382.5869,5359.2261,5359.2261,,.40170646,.40170646,MD,3,32,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,1,7,8742.0068,,,,.40170646,.8742007,MD,3,0,Male,Not hispanic,White,,,,,,,
2022,1,7,5660.356,,,,.40170646,.56603563,MD,3,4,Male,Not hispanic,White,,,,,,,
2022,1,7,2894.1736,,,,.40170646,.28941736,MD,3,7,Female,Not hispanic,White,,,,,,,
2022,1,7,3881.0122,,,,.40170646,.38810122,MD,3,8,Female,Not hispanic,White,,,,,,,
2022,1,5,,,,,.36340231,.36340231,MD,3,33,Male,Not hispanic,Multiple races,,,,,,,
2022,1,5,3144.665,,,,.36340231,.31446651,MD,3,5,Male,Not hispanic,White,,,,,,,
2022,1,5,2707.8877,,,,.36340231,.27078879,MD,3,7,Female,Not hispanic,White,,,,,,,
2022,1,3,4593.7998,4543.9458,4543.9458,,.4675993,.4675993,MD,Not identified,51,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",
2022,1,3,2900.9336,,,,.4675993,.29009336,MD,Not identified,2,Female,Not hispanic,White,,,,,,,
2022,1,6,3332.1089,3297.2446,3297.2446,,.33321089,.33321089,MD,Not identified,59,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,
2022,1,7,5974.707,5876.5962,5876.5962,,.5974707,.5974707,MD,33,29,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,
2022,1,3,4593.7998,4543.9458,4543.9458,,.43475804,.43475804,MD,3,52,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,
2022,1,3,4347.5801,4327.6187,4327.6187,,.43475804,.43475804,MD,3,53,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,
2022,1,3,3908.8511,3865.3855,3865.3855,,.43475804,.39088511,MD,3,18,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Service occupations,
2022,1,3,3908.8511,3865.3855,3865.3855,,.43475804,.39088511,MD,3,18,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Service occupations,
2022,1,4,5611.3423,5552.6299,5552.6299,22983.857,.59279156,.59279156,MD,31,55,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,"Management, business, and financial occupations",44.700001
2022,1,6,3327.6462,3307.5918,3307.5918,,.33276463,.33276463,MD,31,60,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,1,6,3146.2478,3124.8848,3124.8848,,.33276463,.31462479,MD,31,63,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,1,6,5626.6094,5647.7754,5647.7754,,.33276463,.56266093,MD,31,23,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,7,4572.3335,4522.7124,4522.7124,,.4341318,.4341318,MD,31,53,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,1,7,4341.3179,4280.6133,4280.6133,,.4341318,.4341318,MD,31,35,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Office and administrative support occupations,
2022,1,7,3133.8184,,,,.4341318,.31338185,MD,31,4,Female,Not hispanic,White,,,,,,,
2022,1,7,5398.2402,,,,.4341318,.53982401,MD,31,6,Male,Not hispanic,White,,,,,,,
2022,1,7,7724.2573,7823.1138,7823.1138,,.77242571,.77242571,MD,31,31,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,1,7,8399.7266,,,,.77242571,.83997267,MD,31,10,Female,Not hispanic,Black,,,,,,,
2022,1,7,12874.638,,,,.77242571,1.2874638,MD,31,13,Male,Not hispanic,Black,,,,,,,
2022,1,1,6500.2866,6362.8013,6362.8013,,.49984473,.49984473,MD,31,50,Male,Hispanic,Hispanic,Not a veteran,"Self-employed, incorporated",Two jobs,"FT hours (35+), usually FT",Construction,"Management, business, and financial occupations",
2022,1,1,4233.9692,4203.3701,4203.3701,,.49984473,.42339694,MD,31,27,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Construction,Office and administrative support occupations,
2022,1,1,3987.4802,,,,.49984473,.39874804,MD,31,0,Male,Hispanic,Hispanic,,,,,,,
2022,1,3,5170.1035,5130.9976,5130.9976,,.51701033,.51701033,MD,31,55,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and administrative support occupations,
2022,1,3,4625.375,4576.979,4576.979,,.51701033,.51701033,MD,31,56,Male,Not hispanic,White,Veteran,Government - Local,Employed with one job,"Not at work, usually FT",Public administration,"Management, business, and financial occupations",
2022,1,5,4514.5229,4408.2837,4408.2837,,.43901229,.43901229,MD,33,56,Male,Not hispanic,Black,Veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,
2022,1,1,6486.1177,6290.0259,6290.0259,,.64861178,.64861178,MD,33,34,Male,Not hispanic,Black,Veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,1,1,6118.5039,6018.0317,6018.0317,,.64861178,.61185038,MD,33,29,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,"Management, business, and financial occupations",
2022,1,3,4347.5801,4327.6187,4327.6187,,.43475804,.43475804,MD,33,50,Female,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,
2022,1,3,4593.7998,4543.9458,4543.9458,,.43475804,.43475804,MD,33,54,Male,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,
2022,1,3,2930.4983,,,,.43475804,.29304981,MD,33,10,Female,Not hispanic,White,,,,,,,
2022,1,3,3786.5698,,,,.43475804,.37865698,MD,33,12,Female,Not hispanic,White,,,,,,,
2022,1,7,5145.9438,5107.021,5107.021,,.51459438,.51459438,MD,Not identified,59,Female,Not hispanic,White,Veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Office and administrative support occupations,
2022,1,8,5164.9399,5023.4629,5023.4629,19959.986,.48821342,.48821342,MD,3,67,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Construction and extraction occupations,29
2022,1,3,3904.9041,3813.0107,3813.0107,,.44440231,.44440231,MD,33,71,Male,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",
2022,1,3,4444.0229,4417.019,4417.019,,.44440231,.44440231,MD,33,69,Female,Not hispanic,Black,Not a veteran,Government - State,Employed with one job,"FT hours (35+), usually FT",Educational,"Management, business, and financial occupations",
2022,1,3,5616.9561,5476.2764,5476.2764,,.44440231,.56169564,MD,33,41,Female,Not hispanic,Black,Not a veteran,Government - State,Employed with one job,"PT hrs, usually PT for non-economic reasons",Educational,Professional and related occupations,
2022,1,4,5902.644,5763.7378,5763.7378,22871.055,.59026438,.59026438,MD,33,54,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Two jobs,"FT hours (35+), usually FT",Transportation,Transportation and material moving occupations,21.25
2022,1,1,5384.916,5370.9551,5370.9551,,.36510843,.36510843,MD,3,40,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,1,3651.0842,3600.031,3600.031,,.36510843,.36510843,MD,3,36,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Educational,Service occupations,
2022,1,1,3617.9021,,,,.36510843,.36179021,MD,3,0,Female,Not hispanic,White,,,,,,,
2022,1,1,3356.1802,,,,.36510843,.33561802,MD,3,2,Female,Not hispanic,White,,,,,,,
2022,1,4,4127.7822,4109.8672,4109.8672,16301.242,.356112,.356112,MD,31,31,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,16
2022,1,4,3561.1199,3534.4116,3534.4116,13699.923,.356112,.356112,MD,31,29,Female,Not hispanic,White,Not a veteran,Government - State,Employed with one job,"PT for non-economic reasons, usually FT",Retail trade,Sales and related occupations,31.25
2022,1,4,4948.083,,,,.356112,.49480832,MD,31,0,Male,Not hispanic,White,,,,,,,
2022,1,7,4647.2358,4443.7998,4443.7998,,.46472359,.46472359,MD,31,68,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Social Services,Service occupations,
2022,1,2,4141.2207,4043.7664,4043.7664,,.40442193,.40442193,MD,31,54,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,2,4044.2192,4137.1772,4137.1772,,.40442193,.40442193,MD,31,39,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Service occupations,
2022,1,8,4966.2559,4936.3262,4936.3262,19126.848,.4966256,.4966256,MD,Not identified,61,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Professional and related occupations,31.25
2022,1,8,5317.9976,5281.8882,5281.8882,21965.51,.4966256,.4966256,MD,Not identified,63,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,30
2022,1,4,4127.7822,4109.8672,4109.8672,16301.242,.3501507,.3501507,MD,Not identified,34,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",31.25
2022,1,4,5753.9912,,,,.3501507,.57539916,MD,Not identified,3,Female,Not hispanic,White,,,,,,,
2022,1,4,3296.7629,,,,.3501507,.3296763,MD,Not identified,4,Male,Not hispanic,White,,,,,,,
2022,1,1,4548.4775,4316.853,4316.853,,.31844842,.31844842,MD,33,41,Male,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,
2022,1,1,3184.4841,3104.7271,3104.7271,,.31844842,.31844842,MD,33,41,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,1,1,5311.4966,,,,.31844842,.53114969,MD,33,4,Female,Not hispanic,Black,,,,,,,
2022,1,1,6370.1416,,,,.31844842,.63701415,MD,33,6,Male,Not hispanic,Black,,,,,,,
2022,1,3,4561.5352,4429.6851,4429.6851,,.45615354,.45615354,MD,33,68,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,1,1,4047.2468,3853.9473,3853.9473,,.40472469,.40472469,MD,Not identified,63,Female,Not hispanic,White,Not a veteran,"Private, for profit",,Unemployed FT,Retail trade,Sales and related occupations,
2022,1,1,6149.6948,6085.3501,6085.3501,,.61496949,.61496949,MD,Not identified,58,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Hospital,"Installation, maintenance, and repair occupations",
2022,1,1,4675.9048,4654.4355,4654.4355,,.61496949,.46759051,MD,Not identified,54,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Hospital,Office and administrative support occupations,
2022,1,2,4886.5967,4806.3535,4806.3535,,.57666349,.57666349,MD,25,27,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,"Installation, maintenance, and repair occupations",
2022,1,2,6614.6323,,,,.57666349,.6614632,MD,25,0,Female,Not hispanic,White,,,,,,,
2022,1,2,5742.2285,,,,.57666349,.57422286,MD,25,2,Female,Not hispanic,White,,,,,,,
2022,1,2,4505.644,,,,.57666349,.45056441,MD,25,3,Female,Not hispanic,White,,,,,,,
2022,1,2,5904.9204,,,,.57666349,.59049207,MD,25,8,Male,Not hispanic,White,,,,,,,
2022,1,6,4495.9395,4390.1377,4390.1377,,.41248611,.41248611,MD,Not identified,62,Male,Not hispanic,Black,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,1,6,6052.3677,6129.8271,6129.8271,,.41248611,.60523677,MD,Not identified,32,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Professional and related occupations,
2022,1,6,5125.8374,4970.8701,4970.8701,,.41248611,.51258373,MD,Not identified,34,Male,Not hispanic,Black,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,6,3189.5808,3102.2126,3102.2126,,.32399645,.32399645,MD,3,67,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Hospital,Professional and related occupations,
2022,1,3,4323.9658,4297.9072,4297.9072,,.43239659,.43239659,MD,Not identified,64,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"Not at work, usually FT",Hospital,Professional and related occupations,
2022,1,3,4593.7998,4543.9458,4543.9458,,.43475804,.43475804,MD,Not identified,50,Male,Not hispanic,White,Veteran,Government - State,Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,
2022,1,3,4347.5801,4327.6187,4327.6187,,.43475804,.43475804,MD,Not identified,50,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,
2022,1,3,5975.437,5997.9155,5997.9155,,.43475804,.59754372,MD,Not identified,24,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,6,4863.7622,4783.894,4783.894,,.48637623,.48637623,MD,Not identified,26,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Transportation and material moving occupations,
2022,1,6,3327.6462,3307.5918,3307.5918,,.48637623,.33276463,MD,Not identified,60,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,
2022,1,6,3189.5808,3102.2126,3102.2126,,.48637623,.33276463,MD,Not identified,66,Male,Not hispanic,White,Veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Transportation and material moving occupations,
2022,1,6,4003.3301,3979.0042,3979.0042,,.40033302,.40033302,MD,33,65,Female,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,
2022,1,4,3653.7334,3567.7507,3567.7507,15766.943,.39760366,.39760366,MD,33,61,Male,Not hispanic,Black,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,"Management, business, and financial occupations",
2022,1,4,3976.0366,3951.8762,3951.8762,15050.207,.39760366,.39760366,MD,33,58,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Medical, except hospital",Office and administrative support occupations,32.5
2022,1,4,8034.1309,8379.7998,8379.7998,31312.949,.39760366,.80341309,MD,33,20,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for economic reasons",Entertainment and recreation,Service occupations,12.5
2022,1,4,4527.854,4424.9736,4424.9736,17958.117,.39760366,.45278543,MD,33,26,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Office and administrative support occupations,15
2022,1,4,4276.3159,4331.0449,4331.0449,17576.922,.39760366,.42763159,MD,33,31,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital","Management, business, and financial occupations",28.36525
2022,1,7,8978.9893,,,,.66522545,.89789897,MD,31,3,Female,Not hispanic,Black,,,,,,,
2022,1,7,9533.2861,,,,.66522545,.95332861,MD,31,14,Female,Not hispanic,Black,,,,,,,
2022,1,8,5875.0615,5736.8047,5736.8047,22764.18,.58750612,.58750612,MD,33,50,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",25
2022,1,3,4035.9241,3992.605,3992.605,,.40359241,.40359241,MD,3,30,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,
2022,1,3,6002.7573,5904.186,5904.186,,.40359241,.60027575,MD,3,26,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,"Installation, maintenance, and repair occupations",
2022,1,2,3722.3679,3582.7129,3582.7129,,.397468,.397468,MD,31,67,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"Not at work, usually FT",Educational,Transportation and material moving occupations,
2022,1,6,3332.1089,3297.2446,3297.2446,,.35877222,.35877222,MD,31,59,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,1,6,3587.7222,3560.5852,3560.5852,,.35877222,.35877222,MD,31,59,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and administrative support occupations,
2022,1,4,3919.4143,3857.4602,3857.4602,15590.442,.39194143,.39194143,MD,Not identified,39,Male,Not hispanic,White,Veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,54.807503
