year,month,minsamp,finalwgt,cmpwgt,basicwgt,orgwgt,hhwgt,famwgt,statefips,countyfips,age,female,hispanic,wbhaom,veteran,cow1,numjobs,ftptstat,mind16,mocc03,wage
2022,3,4,3604.4128,3672.9805,3672.9805,14205.575,.3604413,.3604413,MD,25,63,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,15.75
2022,3,4,5245.5049,5283.8457,5283.8457,21443.215,.5245505,.5245505,MD,31,41,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,10
2022,3,4,4416.2065,4687.4312,4687.4312,18215.723,.44162065,.44162065,MD,33,39,Male,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,69.711502
2022,3,4,3468.417,3503.761,3503.761,14226.843,.34684172,.34684172,MD,Not identified,34,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Communications and utilities,Professional and related occupations,46.153751
2022,3,8,3317.0366,3381.3254,3381.3254,13615.238,.36928806,.36928806,MD,Not identified,52,Male,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Two jobs,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,3,8,3947.916,4018.7852,4018.7852,15962.659,.47337711,.47337711,MD,Not identified,32,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",40.384499
2022,3,8,4733.771,4905.7065,4905.7065,19685.98,.47337711,.47337711,MD,Not identified,34,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,30.769001
2022,3,4,3521.5703,3567.8738,3567.8738,14330.072,.35215703,.35215703,MD,Not identified,43,Male,Not hispanic,White,Not a veteran,Government - State,Employed with one job,"FT hours (35+), usually FT",Public administration,Service occupations,16.15
2022,3,8,3917.2285,3994.0735,3994.0735,15402.55,.23835158,.39172283,MD,Not identified,35,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Transportation,Office and administrative support occupations,6.521739
2022,3,4,1978.8358,1980.4071,1980.4071,10016.301,.21961351,.21961351,MD,Not identified,73,Male,Not hispanic,Black,Veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Transportation and material moving occupations,12.5
2022,3,4,2494.7686,2496.7495,2496.7495,9326.0859,.21961351,.24947686,MD,Not identified,48,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Transportation,"Management, business, and financial occupations",24.025
2022,3,4,2953.9067,2601.0151,2601.0151,13359.045,.21961351,.29539067,MD,Not identified,17,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Service occupations,13.5
2022,3,4,2315.8015,2159.2524,2159.2524,7249.4111,.21961351,.23158014,MD,Not identified,19,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,15
2022,3,8,6532.9482,6682.7754,6682.7754,25772.992,.6532948,.6532948,MD,Not identified,24,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT",Hospital,Professional and related occupations,35
2022,3,8,4757.939,4761.7173,4761.7173,20273.516,.41543576,.41543576,MD,Not identified,59,Male,Not hispanic,Black,Veteran,Government - Local,Two jobs,"FT hours (35+), usually FT",Educational,Professional and related occupations,9.7791662
2022,3,8,4154.3579,4174.0342,4174.0342,20203.42,.41543576,.41543576,MD,Not identified,61,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,13
2022,3,4,3262.9861,3298.1111,3298.1111,13357.604,.32629862,.32629862,MD,15,62,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,Construction and extraction occupations,38
2022,3,4,3344.2175,3380.217,3380.217,13690.14,.3604413,.3604413,MD,15,63,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Agriculture, mining, forestry and fisheries","Farming, fishing, and forestry occupations",14.422999
2022,3,8,5798.8018,6009.4199,6009.4199,24115.047,.57988018,.57988018,MD,Not identified,33,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Communications and utilities,"Management, business, and financial occupations",17.5
2022,3,4,4576.356,4658.5068,4658.5068,18503.639,.45407838,.45407838,MD,15,32,Male,Not hispanic,White,Veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Production occupations,48.075001
2022,3,4,3328.8606,3407.666,3407.666,13471.417,.45407838,.33288607,MD,15,48,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Production occupations,36.049999
2022,3,4,3704.9756,3771.1111,3771.1111,14919.353,.45407838,.37049758,MD,15,48,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",27.25
2022,3,8,4315.0908,4353.0771,4353.0771,17483.777,.45195651,.45195651,MD,Not identified,35,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Sales and related occupations,147.56966
2022,3,8,4519.5649,4608.2266,4608.2266,17770.939,.45195651,.45195651,MD,Not identified,35,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Communications and utilities,"Management, business, and financial occupations",19
2022,3,8,3534.0598,3558.9106,3558.9106,14181.085,.3876676,.3876676,MD,Not identified,56,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,20
2022,3,8,3876.676,3922.9307,3922.9307,15731.795,.3876676,.3876676,MD,Not identified,55,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and administrative support occupations,20
2022,3,4,4335.3496,4373.5142,4373.5142,17565.861,.43353495,.43353495,MD,Not identified,37,Male,Not hispanic,White,Not a veteran,"Private, for profit",Two jobs,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,24
2022,3,4,3769.8262,3796.3352,3796.3352,15127.143,.37698263,.37698263,MD,Not identified,57,Male,Not hispanic,White,Veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",78
2022,3,4,3718.0198,3699.2302,3699.2302,14642.02,.37180197,.37180197,MD,Not identified,68,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",48.557503
2022,3,4,4540.7837,4629.8613,4629.8613,17854.369,.45407838,.45407838,MD,15,35,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Social Services,Professional and related occupations,33.6535
2022,3,4,4576.356,4658.5068,4658.5068,18503.639,.45407838,.45407838,MD,15,32,Male,Not hispanic,White,Veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Production occupations,48.076748
2022,3,8,7285.853,7421.4673,7421.4673,28619.783,.7285853,.7285853,MD,Not identified,35,Female,Not hispanic,Native American,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,48.461403
2022,3,8,4293.7153,4350.1709,4350.1709,17472.105,.7285853,.7285853,MD,Not identified,42,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",55.769199
2022,4,8,6557.4277,6686.8535,6686.8535,26421.523,.43881562,.43881562,MD,Not identified,47,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Wholesale trade,Sales and related occupations,31
2022,4,8,4388.1563,4454.2368,4454.2368,17341.342,.43881562,.43881562,MD,Not identified,53,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Medical, except hospital",Professional and related occupations,60
2022,4,4,5425.0991,5521.042,5521.042,22760.584,.39283934,.39283934,MD,Not identified,34,Male,Not hispanic,White,Veteran,Government - State,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",17.5
2022,4,4,5018.7266,5139.917,5139.917,20010.848,.50187266,.50187266,MD,31,49,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Production occupations,16
2022,4,4,5837.0845,5899.3735,5899.3735,23175.594,.39759025,.58370847,MD,510,56,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT for non-economic reasons, usually FT","Medical, except hospital",Professional and related occupations,28
2022,4,4,4584.6621,4533.355,4533.355,16855.816,.44699118,.44699118,MD,Not identified,65,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Service occupations,21
2022,4,4,4469.9116,4492.8784,4492.8784,17173.938,.44699118,.44699118,MD,Not identified,50,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for economic reasons",Retail trade,Sales and related occupations,14
2022,4,4,6072.2739,6112.998,6112.998,25742.781,.44699118,.60722739,MD,Not identified,29,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for economic reasons","Medical, except hospital",Office and administrative support occupations,15
2022,4,8,6004.7285,6131.5127,6131.5127,25820.752,.37056065,.60047287,MD,510,34,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,27
2022,4,4,4654.4351,4742.4404,4742.4404,18463.383,.46544352,.46544352,MD,510,46,Female,Not hispanic,White,Not a veteran,Government - State,Employed with one job,"PT for non-economic reasons, usually FT",Public administration,Professional and related occupations,30
2022,4,4,6032.9194,6160.2993,6160.2993,25941.975,.60329199,.60329199,MD,510,32,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,23
2022,4,8,4256.8975,4255.6099,4255.6099,16610.529,.37056065,.42568976,MD,510,39,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Service occupations,10
2022,4,8,4256.8975,4255.6099,4255.6099,16610.529,.42568976,.42568976,MD,510,38,Female,Not hispanic,Black,Not a veteran,Government - Local,Two jobs,"FT hours (35+), usually FT",Public administration,Service occupations,23
2022,4,4,3363.9541,3360.0952,3360.0952,13709.743,.33639541,.33639541,MD,Not identified,77,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Retail trade,Sales and related occupations,13
2022,4,4,4960.4668,5060.9277,5060.9277,20356.838,.33639541,.49604669,MD,Not identified,20,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Office and administrative support occupations,15.5
2022,4,4,4163.6807,4224.5513,4224.5513,16879.785,.4163681,.4163681,MD,510,36,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT for non-economic reasons, usually FT","Medical, except hospital",Professional and related occupations,28.845999
2022,4,4,6588.2139,6718.2471,6718.2471,26545.568,.51168007,.51168007,MD,Not identified,45,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",47.596001
2022,4,8,5399.748,5495.2427,5495.2427,23621.092,.53997481,.53997481,MD,510,34,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Construction,"Management, business, and financial occupations",
2022,4,8,3910.0366,3995.719,3995.719,15694.829,.53997481,.39100364,MD,510,33,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Social Services,Professional and related occupations,28.845999
2022,4,8,6557.4277,6686.8535,6686.8535,28743.186,.65574276,.65574276,MD,Not identified,48,Male,Not hispanic,White,Veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Retail trade,"Management, business, and financial occupations",
2022,4,8,4144.2246,4204.8105,4204.8105,18318.189,.65574276,.41442245,MD,Not identified,36,Female,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Retail trade,Professional and related occupations,
2022,4,8,3957.3235,4047.3557,4047.3557,17632.24,.39573234,.39573234,MD,Not identified,64,Female,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales and related occupations,
2022,4,8,5158.7354,5231.3857,5231.3857,21566.471,.39573234,.51587349,MD,Not identified,26,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",18
2022,4,4,6492.7993,6614.9004,6614.9004,26137.217,.44672188,.44672188,MD,31,50,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,Construction and extraction occupations,20.833334
2022,4,4,4467.2188,4543.4922,4543.4922,17637.355,.44672188,.44672188,MD,31,58,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours, usually PT for non-economic",Construction,Construction and extraction occupations,12
2022,4,8,4510.4937,4503.2769,4503.2769,21954.299,.45104936,.45104936,MD,31,23,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,15.375
2022,4,8,3591.7129,3625.2441,3625.2441,14150.082,.45104936,.35917127,MD,31,42,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,16.82675
2022,4,4,9741.9023,10123.112,10123.112,42354.777,.40846652,.40846652,MD,33,39,Male,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",20
2022,4,4,4084.665,4083.4292,4083.4292,15938.474,.40846652,.40846652,MD,33,39,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,26.6
2022,4,4,3879.2661,3899.198,3899.198,13339.293,.38792661,.38792661,MD,25,57,Female,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Social Services,"Management, business, and financial occupations",27.403751
2022,4,4,4443.375,4393.6489,4393.6489,18397.715,.38792661,.38792661,MD,25,53,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,20.192249
2022,4,4,3469.749,3465.769,3465.769,15098.567,.34697491,.34697491,MD,Not identified,74,Female,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons","Personal services, including private household",Service occupations,
2022,4,8,4077.4526,4136.4224,4136.4224,16247.499,.40774527,.40774527,MD,25,30,Female,Not hispanic,Asian,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,120.06825
2022,4,8,5782.0615,5892.8115,5892.8115,24293.211,.40774527,.40774527,MD,25,29,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Retail trade,Professional and related occupations,50
2022,4,4,4269.0186,4290.9531,4290.9531,16402.082,.42690185,.42690185,MD,33,52,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",18.65
2022,4,4,4443.375,4393.6489,4393.6489,17708.686,.42690185,.42690185,MD,33,54,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Construction,"Management, business, and financial occupations",
2022,4,4,5761.7793,5883.4341,5883.4341,24776.053,.42690185,.5761779,MD,33,30,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Two jobs,"FT hours (35+), usually FT",Communications and utilities,"Management, business, and financial occupations",22
2022,4,4,4032.1604,4052.8779,4052.8779,15492.045,.42690185,.40321606,MD,33,49,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",25
2022,4,4,6292.1162,6416.3057,6416.3057,25352.52,.44452488,.44452488,MD,31,47,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"Not at work, usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",57.68
2022,4,4,4445.2485,4529.2988,4529.2988,17633.574,.44452488,.44452488,MD,31,48,Female,Not hispanic,White,Not a veteran,Government - Local,Two jobs,"Not at work, usually part-time",Educational,Professional and related occupations,33.625
2022,4,8,5996.6978,6076.2935,6076.2935,25423.018,.35917127,.35917127,MD,Not identified,42,Male,Not hispanic,Black,Not a veteran,Government - Local,Two jobs,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,43.269001
2022,4,8,3591.7129,3625.2441,3625.2441,14150.082,.35917127,.35917127,MD,Not identified,40,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Two jobs,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,42.735001
2022,4,8,3861.1387,3880.9773,3880.9773,13276.959,.38611385,.38611385,MD,33,58,Female,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Public administration,Service occupations,63.461498
2022,4,8,4249.0698,4270.9019,4270.9019,16325.437,.42490697,.42490697,MD,33,52,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"PT for non-economic reasons, usually FT",Public administration,"Management, business, and financial occupations",62.980751
2022,4,8,3197.7534,3194.0852,3194.0852,13032.395,.31977534,.31977534,MD,Not identified,80+,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Two jobs,"FT hours (35+), usually FT",Educational,Professional and related occupations,83.333336
2022,4,8,3957.9685,4015.8315,4015.8315,16045.817,.39579687,.39579687,MD,31,36,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,39.423
2022,4,8,5144,5220.9531,5220.9531,20554.768,.39579687,.39579687,MD,31,36,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,34.61525
2022,4,4,3879.2661,3899.198,3899.198,21359.361,.38792661,.38792661,MD,33,62,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Social Services,Professional and related occupations,13
2022,4,4,4084.665,4083.4292,4083.4292,15938.474,.40846652,.40846652,MD,33,35,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"PT for non-economic reasons, usually FT",Public administration,Office and administrative support occupations,6.4285712
2022,4,4,9741.9023,10123.112,10123.112,40801.395,.40846652,.97419029,MD,33,35,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Transportation,Transportation and material moving occupations,
2022,4,8,5548.6953,5607.9067,5607.9067,22030.572,.52428705,.52428705,MD,Not identified,58,Male,Not hispanic,White,Veteran,Government - Federal,Employed with one job,"PT for non-economic reasons, usually FT",Public administration,"Management, business, and financial occupations",147.56966
2022,4,4,5724.7178,5826.6318,5826.6318,23022.561,.58092076,.42106131,MD,31,51,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",118.05573
2022,4,4,4210.6128,4274.02,4274.02,18619.699,.58092076,.42106131,MD,31,51,Female,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons",Educational,Professional and related occupations,
2022,4,4,3879.2661,3899.198,3899.198,13339.293,.38792661,.38792661,MD,25,57,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,36.057503
2022,4,8,4249.0698,4270.9019,4270.9019,16325.437,.42490697,.42490697,MD,33,51,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales and related occupations,60.728683
2022,4,4,5809.2075,5920.4775,5920.4775,24407.264,.51179039,.51179039,MD,Not identified,28,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",31.25
2022,4,4,5117.9038,5253.4165,5253.4165,20634.953,.51179039,.51179039,MD,Not identified,26,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Educational,Professional and related occupations,21.634501
2022,4,8,5331.2705,5281.9868,5281.9868,19985.1,.38851529,.38851529,MD,31,65,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,35.096001
2022,4,8,5491.2012,5578.5938,5578.5938,22362.969,.40321851,.40321851,MD,Not identified,61,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales and related occupations,23.075001
2022,4,8,5245.7734,5279.4634,5279.4634,20785.121,.40780279,.40780279,MD,31,40,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,131.17302
2022,4,8,5260.7075,5201.8345,5201.8345,21787.779,.52607071,.52607071,MD,Not identified,63,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital","Installation, maintenance, and repair occupations",24.5
2022,4,8,4450.7183,4409.5747,4409.5747,16684.213,.31977534,.31977534,MD,Not identified,78,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods","Management, business, and financial occupations",52.875
2022,4,4,4084.665,4083.4292,4083.4292,17726.068,.40846652,.40846652,MD,33,39,Female,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,4,4,3469.749,3465.769,3465.769,14140.909,.34697491,.34697491,MD,Not identified,70,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Two jobs,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,38
2022,4,8,5260.7075,4299.917,4299.917,14769.656,.35917127,.35917127,MD,31,58,Male,Not hispanic,Black,Not a veteran,"Private, for profit",,Unemployed FT,Retail trade,"Installation, maintenance, and repair occupations",
2022,4,8,3726.1987,2675.1006,2675.1006,14802.398,.35917127,.37261987,MD,31,18,Female,Not hispanic,Black,Not a veteran,,,Unemployed FT,,,
2022,4,4,5574.7456,5634.2349,5634.2349,22134.002,.44452488,.44452488,MD,25,57,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Installation, maintenance, and repair occupations",28.845999
2022,4,4,5574.7456,5634.2349,5634.2349,22134.002,.45647585,.45647585,MD,31,58,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,46.153751
2022,4,4,4564.7588,4606.5273,4606.5273,17934.242,.45647585,.45647585,MD,31,52,Female,Not hispanic,Asian,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT",Educational,Sales and related occupations,120.06825
2022,4,4,4210.6128,4274.02,4274.02,16639.717,.42106131,.42106131,MD,Not identified,54,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",26.442249
2022,4,4,5574.7456,5634.2349,5634.2349,22134.002,.42106131,.42106131,MD,Not identified,55,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,31.730749
2022,4,8,4422.6118,4373.1177,4373.1177,18311.744,.40133187,.40133187,MD,33,52,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,"Management, business, and financial occupations",36.057503
2022,4,8,4013.3186,4033.9395,4033.9395,15419.652,.40133187,.40133187,MD,33,46,Female,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"Not at work, usually FT",Educational,Professional and related occupations,38.461498
2022,4,8,5498.6787,5370.3857,5370.3857,30961.971,.40133187,.54986787,MD,33,17,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"Not at work, usually part-time",Entertainment and recreation,Service occupations,11
2022,4,4,3976.5505,4034.6853,4034.6853,16121.149,.34697491,.39765507,MD,13,39,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Transportation and material moving occupations,17
2022,4,8,3539.0637,3557.2478,3557.2478,15441.927,.35390639,.35390639,MD,33,69,Female,Not hispanic,Black,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,4,8,5734.855,5855.9414,5855.9414,24660.277,.35390639,.57348549,MD,33,32,Female,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"Not at work, usually FT",Educational,Professional and related occupations,31.25
2022,4,8,3861.1387,3880.9773,3880.9773,21259.551,.35390639,.38611385,MD,33,63,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Transportation,Office and administrative support occupations,25
2022,4,8,3539.0637,3557.2478,3557.2478,14576.957,.35390639,.35390639,MD,25,65,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,17.5
2022,4,8,4213.5396,4263.5557,4263.5557,16550.672,.35390639,.42135394,MD,25,56,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,24.5
2022,4,4,5270.4014,5304.25,5304.25,20882.703,.40971735,.40971735,MD,Not identified,43,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Manufacturing, durable goods","Management, business, and financial occupations",147.56966
